trial,frame_idx,gamma,selected_indices,mIoU,mAP,diversity,avg_similarity_to_current,avg_quality,quality_std,selected_similarity_std,diversity_bin
1,0,0.6000000000000001,[16 63 76 72 92 55 42 45 19 57],0.24566844633059357,0.2211016016975342,-4.3383819406013036,0.698702055926502,1.521266142075794,0.2292708200514027,0.042078112512732954,"(-4.939, -3.886]"
1,0,0.8,[16 63 76 72 55 92 42 45 48 19],0.2777214524070373,0.24994930716633354,-4.418589160643655,0.7043879568401097,1.7577550203974777,0.32804682081733755,0.04037833077780215,"(-4.939, -3.886]"
1,0,1.0,[16 63 76 72 55 53 92 45 48 95],0.3300603570448004,0.2970543213403204,-4.602581399944111,0.7136806628280304,2.0426773204737665,0.44122596939135966,0.03382798124423093,"(-4.939, -3.886]"
1,0,1.5,[16 49 58 36  0 13 66 69 39 87],0.23222582403880332,0.20900324163492298,-5.515900866336127,0.7498573630151091,3.082933738746898,0.8038095301728547,0.031347907576875354,"(-5.957, -4.939]"
1,0,2.0,[16 49  0 36 58 13 69 32 81 70],0.3064452215789915,0.27580069942109237,-5.971233195428231,0.7637923058284065,4.611188849038055,1.3211883274860654,0.02125957464609517,"(-6.413, -5.957]"
1,0,2.5,[16 49  0 36 58 32 69 81 35 39],0.1664359170264784,0.14979232532383055,-6.189874110399876,0.7692880301070265,6.850127386668467,2.063626810786287,0.01836216900502968,"(-6.413, -5.957]"
1,0,3.0,[16 49 34 32 97  0 35 61 86 58],0.1250525531247091,0.11254729781223818,-6.604729569253978,0.7769631141170026,10.29842945851254,3.1325117909646445,0.015780007642195837,"(-6.891, -6.413]"
1,0,4.0,[16 49 97 32 34 35 86 61 81  0],0.1217488120949615,0.10957393088546535,-6.8563947402331795,0.7809892553645876,22.754963197938288,6.9015144287057835,0.010210654251753755,"(-6.891, -6.413]"
1,0,6.0,[16 89 32 81 86 35 61 34 49 97],0.15331263587606475,0.13798137228845828,-7.234661250371152,0.7845652973207257,110.85969442844416,31.299198175239813,0.006933080207445407,"(-7.3950000000000005, -6.891]"
1,0,8.0,[16 89 86 81 35 32 61 97 49 34],0.14456912470791902,0.13011221223712713,-7.234661250371152,0.7845652973207258,532.7649809952559,139.22969046173097,0.006933080207445406,"(-7.3950000000000005, -6.891]"
1,0,10.0,[16 89 86 81 35 32 61 97 49 34],0.26412859145780515,0.23771573231202464,-7.234661250371152,0.7845652973207258,2560.85138943149,621.6484433876931,0.006933080207445406,"(-7.3950000000000005, -6.891]"
1,0,15.0,[16 89 86 97 35 61 81 73 49 34],0.1279972186432955,0.11519749677896594,-7.3938000076262895,0.7852413288374676,131014.58733104123,27181.66970671798,0.006180045753779456,"(-7.3950000000000005, -6.891]"
1,0,20.0,[16 89 86 97 35 61 81 73 49 34],0.15067523273780026,0.13560770946402023,-7.3938000076262895,0.7852413288374676,6667888.704460502,1247011.5341628254,0.006180045753779456,"(-7.3950000000000005, -6.891]"
1,1,-3.0,[ 83 324 234  47 246  55  64 370  93  56],0.0,0.0,-3.1192712736642747,-0.1819749264503556,1.7319085287121356,0.4600844307229731,0.02696306775679683,"(-3.886, -2.71]"
1,1,-2.5,[ 83 324 234  47 246  55 370  64  93 359],0.0,0.0,-2.7844387423947468,-0.1757682092500597,1.5572061246546396,0.4124539960511779,0.033346339563994666,"(-3.886, -2.71]"
1,1,-2.0,[ 83 324 234  47 246 372  55  64 359  19],0.0,0.0,-2.4861352094676583,-0.17023703273410237,1.4097947915235856,0.3600905065563289,0.03858497622200899,"(-2.71, -2.195]"
1,1,-1.5,[ 83 324 234 246  55 372  19 359  64   1],0.0018309702619690206,0.0016478732357721186,-2.1615967734975663,-0.16164140142371872,1.2762210536781846,0.2992494186389361,0.03571634107112518,"(-2.195, -1.743]"
1,1,-1.0,[ 83 324 234 372 246  19 480  55 359   1],0.05015954477119329,0.045143590294073964,-1.6906424432900806,-0.14429952091483264,1.1570935417571007,0.22458743261700148,0.0572752287916296,"(-1.743, -1.493]"
1,1,-0.8,[ 83 324 234 372 246  19 480 359  55   1],0.0,0.0,-1.6906424432900806,-0.14429952091483264,1.1235291473054378,0.18924024044521323,0.0572752287916296,"(-1.743, -1.493]"
1,1,-0.6000000000000001,[ 83 324 234 372 480 246  19 359  52 329],0.059477477800437224,0.053529730020393504,-1.5466177320568537,-0.1339015066455273,1.0843551755115517,0.14987785568665116,0.06001043890563952,"(-1.743, -1.493]"
1,1,-0.4,[ 83 324 234 480 372 246  19 359   9  27],0.013869512737851725,0.012482561464066552,-1.5251747786327459,-0.13222037116170798,1.0546245309366347,0.10578672497525878,0.06099814946393228,"(-1.743, -1.493]"
1,1,-0.19999999999999996,[ 83 324 234 480 372 246  75 414 359   9],0.04911528756350142,0.04420375880715128,-1.3802842187534994,-0.10779328738797393,1.0219290521775672,0.05614386247482984,0.0817664263628262,"(-1.493, -0.943]"
1,1,0.0,[116 338  23 479 230 246 355  60 137 121],0.3171053161769112,0.28539478455922007,-0.9431747774991455,0.19258166041939123,1.0,0.0,0.3095839531295971,"(-1.493, -0.943]"
1,1,0.19999999999999996,[193 451 221 361 198  79 186 178 340 121],0.5924498111112876,0.5332048300001588,-1.6153232882791566,0.40505019340890297,1.086165841629768,0.06373991302471925,0.2867952447103725,"(-1.743, -1.493]"
1,1,0.40000000000000013,[193 198 186 451 121 178 221 168 161 135],0.3760494067990258,0.33844446611912327,-2.696704276329025,0.5741497172424955,1.2616723769251361,0.13633929035981748,0.18930011824405182,"(-2.71, -2.195]"
1,1,0.6000000000000001,[193 134 168 135 121 114 178 161 155 119],0.4571321256735704,0.41141891310621337,-3.641661958742666,0.6614094254036658,1.4882222075555795,0.21925606953085464,0.0634254649364286,"(-3.886, -2.71]"
1,1,0.8,[193 134 144 163 155 178 121 133 104 154],0.29342068067494004,0.26407861260744603,-4.314765462294779,0.7012654215867442,1.753981038520465,0.3141730302582818,0.0521474866451102,"(-4.939, -3.886]"
1,1,1.0,[193 134 144 163 155 183 104 157 154 133],0.37583048909092864,0.3382474401818358,-4.633649703455532,0.7185726490411366,2.053307070870349,0.4230329402275742,0.04170023932149956,"(-4.939, -3.886]"
1,1,1.5,[193 134 192 165 171 167 152 179 125 187],0.3119599335101403,0.28076394015912626,-5.386222413454287,0.7420156799381703,3.0472343468064205,0.771775796654477,0.03265993817074355,"(-5.957, -4.939]"
1,1,2.0,[193 134 165 192 171 167 146 120 147 170],0.2626040506801195,0.23634364561210755,-6.0249600990447085,0.7604791301997466,4.582944335968517,1.2683921574118204,0.02615942044496095,"(-6.413, -5.957]"
1,1,2.5,[193 170 194 138 165 111 120 116 147 100],0.25221792911968904,0.22699613620772013,-6.038570082035162,0.7610692031067899,6.717650184191048,1.9786146776301112,0.025530862742684502,"(-6.413, -5.957]"
1,1,3.0,[193 170 194 165 138 111 120 116 118 100],0.30730170929399886,0.27657153836459897,-6.386880966294721,0.7674521328708466,10.022534863012561,2.9970254694579186,0.023320150639545043,"(-6.413, -5.957]"
1,1,4.0,[193 170 153 146 165 111 118 134 171 120],0.14567671805879223,0.131109046252913,-6.777468896042841,0.774682690482614,22.25134018254915,6.563896676059639,0.02134049812356545,"(-6.891, -6.413]"
1,1,6.0,[193 170 153 165 118 146 111 183 134 109],0.14398838160400407,0.12958954344360366,-6.853376844843812,0.7750386151118716,105.45494988266046,29.337338949558188,0.021036797125395832,"(-6.891, -6.413]"
1,1,8.0,[193 170 153 118 165 146 111 183 109 120],0.13510257593707267,0.12159231834336541,-7.009466435908438,0.7760630309318483,503.3626488532407,128.61477676087083,0.019807784321565925,"(-7.3950000000000005, -6.891]"
1,1,10.0,[193 170 153 118 165 146 111 183 109 120],0.21415472591410967,0.1927392533226987,-7.009466435908438,0.7760630309318483,2393.9970278332726,566.9410181129781,0.019807784321565925,"(-7.3950000000000005, -6.891]"
1,1,15.0,[193 170 153 118 165 146 111 109 120 189],0.1005048901072485,0.09045440109652365,-7.092435765065681,0.7763641179112921,119338.80766743023,24297.258879499957,0.019505535624607488,"(-7.3950000000000005, -6.891]"
1,1,20.0,[193 170 153 118 165 146 111 109 120 189],0.21602130068032926,0.19441917061229635,-7.092435765065681,0.7763641179112921,5995052.57301094,1116249.0085627579,0.019505535624607488,"(-7.3950000000000005, -6.891]"
1,2,-3.0,[  1 411   2 391  12 448  44 186 431  76],0.0,0.0,-2.6244397585360932,-0.23374231631625825,2.0299312023718654,0.5439461133049124,0.03920233125785823,"(-2.71, -2.195]"
1,2,-2.5,[  1 411   2 391 448  12 186  44 431   5],0.0,0.0,-2.425879638345737,-0.23009175256758035,1.7858803100718326,0.4753027085890278,0.03887967279362369,"(-2.71, -2.195]"
1,2,-2.0,[  1 411   2 391 448  12 186  44 431   5],0.0,0.0,-2.425879638345737,-0.23009175256758035,1.5891279875377706,0.4051430623642151,0.03887967279362369,"(-2.71, -2.195]"
1,2,-1.5,[  1 411 391   2 186 448  12  44 426   5],0.0,0.0,-2.3406047339725498,-0.22755063943801987,1.4093904221377989,0.3292370127351247,0.04040292285495592,"(-2.71, -2.195]"
1,2,-1.0,[  1 411 391 186   2 448  12 426 155  44],0.0,0.0,-2.034659950519698,-0.21509363444010976,1.241991868848577,0.24195399170212564,0.05734967550535651,"(-2.195, -1.743]"
1,2,-0.8,[  1 411 391 186   2 426  12 155 413 386],0.015125783155509897,0.013613204839958908,-1.6440777556267194,-0.1923819929245682,1.1682767283076538,0.20223336665784494,0.0714406153079538,"(-1.743, -1.493]"
1,2,-0.6000000000000001,[  1 411 391 186   2 413 155  12 386 426],0.03200888809398559,0.028807999284587032,-1.6440777556267197,-0.1923819929245682,1.123382376777641,0.1589059209455376,0.07144061530795381,"(-1.743, -1.493]"
1,2,-0.4,[  1 411 391 186   5 413 155 386  12 137],0.05036900851629721,0.04533210766466749,-1.4906227975712874,-0.17467061292090466,1.072851635783843,0.11129135240884597,0.07518496250803931,"(-1.493, -0.943]"
1,2,-0.19999999999999996,[  1 411 391 186 197  23 413 386 382 155],0.0,0.0,-1.361325932268997,-0.143397481983833,1.0292522697089443,0.05861622072876414,0.08746380915373159,"(-1.493, -0.943]"
1,2,0.0,[116 338  23 479 230 246 355  60 137 121],0.20768966340562098,0.18692069706505887,-0.9431747774991455,0.06199367910262109,1.0,0.0,0.2790555659293648,"(-1.493, -0.943]"
1,2,0.19999999999999996,[247 309 256 140 416  82 278 215 114 264],0.4958868920458355,0.446298202841252,-1.543737953002759,0.37788407060588347,1.0805905348829528,0.0655610094884759,0.3109172348658031,"(-1.743, -1.493]"
1,2,0.40000000000000013,[247 256 226 269 233 309 140 262 254 255],0.5155211856849856,0.46396906711648706,-2.739707885899688,0.563909758364742,1.2573566013375121,0.13921224125866008,0.21148217295414293,"(-3.886, -2.71]"
1,2,0.6000000000000001,[247 256 226 233 269 253 262 255 284 268],0.3989017439047477,0.35901156951427293,-3.7563856288877124,0.6689200074889892,1.4945294616635896,0.22226227381809346,0.050418891032666564,"(-3.886, -2.71]"
1,2,0.8,[247 297 267 284 288 239 220 281 204 271],0.36124094790461125,0.3251168531141501,-3.9361181287869442,0.6840521477769389,1.7292360113914753,0.31620752826388704,0.03672575606921288,"(-4.939, -3.886]"
1,2,1.0,[247 297 272 274 266 284 255 221 278 281],0.25118065864135325,0.22606259277721794,-4.128185517767359,0.690491855963112,1.996418164987307,0.42276075222332243,0.04137409020142249,"(-4.939, -3.886]"
1,2,1.5,[247 297 272 274 279 265 228 222 206 276],0.26533761905410086,0.2388038571486908,-5.116503674292713,0.7284825644491962,2.9840915276205138,0.7578957696443498,0.022495473935841382,"(-5.957, -4.939]"
1,2,2.0,[247 297 286 279 222 274 299 298 273 201],0.26767554487180156,0.2409079903846214,-5.279387047802144,0.7346049989997079,4.351090338614183,1.2243243212698118,0.024709990288987113,"(-5.957, -4.939]"
1,2,2.5,[247 286 297 279 222 274 298 299 205 273],0.22480381098967755,0.2023234298907098,-5.331992800153515,0.7355225270148646,6.301193636513443,1.877750995286805,0.024954890768743482,"(-5.957, -4.939]"
1,2,3.0,[247 286 297 279 222 298 274 299 205 201],0.23281230985765455,0.2095310788718891,-5.590137440115682,0.740636646634879,9.239590799861972,2.797052945960012,0.018741083887710182,"(-5.957, -4.939]"
1,2,4.0,[247 286 298 279 222 276 274 228 205 299],0.17962575567335698,0.1616631801060213,-5.6128491484119465,0.7415704447089412,19.466703391218893,5.928032352371273,0.017311576487394075,"(-5.957, -4.939]"
1,2,6.0,[247 286 298 279 222 205 234 274 201 276],0.21705005466656163,0.19534504919990547,-5.877735286410866,0.7450120130699348,87.71428750143927,24.85863404279613,0.014805995534841403,"(-5.957, -4.939]"
1,2,8.0,[247 286 298 279 222 205 234 290 201 276],0.25169277086775466,0.2265234937809792,-6.058537947880348,0.7464267008038131,394.2764159084468,102.36196003762612,0.013028584055688217,"(-6.413, -5.957]"
1,2,10.0,[247 286 298 222 279 205 234 201 290 276],0.3308523123199297,0.2977670810879367,-6.058537947880348,0.746426700803813,1760.1593597965289,423.6719137936475,0.013028584055688217,"(-6.413, -5.957]"
1,2,15.0,[247 298 286 222 279 205 234 201 290 291],0.17068724138395863,0.15361851724556277,-6.2137646424359865,0.7470889275586341,74957.1448103935,15419.29126683628,0.012248573699197017,"(-6.413, -5.957]"
1,2,20.0,[247 298 286 205 279 234 222 201 290 291],0.22012400061049,0.19811160054944102,-6.213764642435987,0.7470889275586341,3189167.0669719805,594831.644523179,0.012248573699197018,"(-6.413, -5.957]"
1,3,-3.0,[456 117 181 290  17 159 403 168 138 217],0.0,0.0,-2.5472949479612628,-0.15484998497738997,1.5991817864518936,0.4077513492553191,0.0328940056920078,"(-2.71, -2.195]"
1,3,-2.5,[456 117 290 181  17 159 403 168 217 138],0.0,0.0,-2.5472949479612623,-0.15484998497738997,1.4777915459894309,0.37094022866658133,0.0328940056920078,"(-2.71, -2.195]"
1,3,-2.0,[456 117 290 181  17 159 403 168 217 432],0.0,0.0,-2.1918791887830493,-0.1474714376501884,1.3467123026589187,0.32831314600759254,0.03666479147793163,"(-2.195, -1.743]"
1,3,-1.5,[456 117 290  17 181 432 159 168 217 403],0.029108278624373568,0.026197450761936213,-2.1918791887830493,-0.1474714376501884,1.249488492696837,0.2762303238801591,0.03666479147793163,"(-2.195, -1.743]"
1,3,-1.0,[456 117 258  17 181 211 432 103 143 403],0.05581295684032606,0.050231661156293454,-1.8595052022654586,-0.13354798015565592,1.1440283701509573,0.2095338608864461,0.04467895270789871,"(-2.195, -1.743]"
1,3,-0.8,[456 117 258  17 181 211 432 143 103 413],0.02432557623019419,0.021893018607174772,-1.7299097084875605,-0.1257517493373253,1.1067161629059195,0.17721669065234996,0.049663981571572625,"(-1.743, -1.493]"
1,3,-0.6000000000000001,[456 117 258  17 211 143 432 181 103 413],0.010460067340072429,0.009414060606065186,-1.72990970848756,-0.1257517493373253,1.0788522974279346,0.14083541273183525,0.049663981571572625,"(-1.743, -1.493]"
1,3,-0.4,[456 138 258  17 211 168 432 161 159   9],0.08739638025767525,0.07865674223190773,-1.5832420471694464,-0.11439458962776247,1.0471298139544316,0.09971176979501171,0.060796616173933456,"(-1.743, -1.493]"
1,3,-0.19999999999999996,[456 138 258  17 211 430 161 168   9 246],0.06165348276596207,0.05548813448936586,-1.4636376205844843,-0.08124847504018551,1.0165293490954608,0.05306571378361514,0.08503230742118502,"(-1.493, -0.943]"
1,3,0.0,[116 338  23 479 230 246 355  60 137 121],0.3807191343432733,0.342647220908946,-0.9431747774991455,0.16515039340864787,1.0,0.0,0.2441903631881911,"(-1.493, -0.943]"
1,3,0.19999999999999996,[345  77 136 411 319 252 302 332  19 135],0.38293196692396814,0.34463877023157136,-1.3144834676751769,0.3273403840168492,1.069470396722686,0.06051759852239533,0.2899561315403322,"(-1.493, -0.943]"
1,3,0.40000000000000013,[345 319 302 332  66 364 378 331 495 197],0.602301959423976,0.5420717634815785,-2.202520926653711,0.5055756526374225,1.2299413965809811,0.12967483068610264,0.24643374794943454,"(-2.71, -2.195]"
1,3,0.6000000000000001,[345 388 361 302 378 373 364 316 357 324],0.33176288994176384,0.2985866009475875,-3.9172107742426654,0.678337968051467,1.5031406082961911,0.20883869354403808,0.05506437500881066,"(-4.939, -3.886]"
1,3,0.8,[345 388 361 397 346 365 354 353 336 374],0.2650844564062582,0.2385760107656324,-4.386591285273683,0.7068732844463599,1.7615526355470332,0.2995828448195086,0.04636316749722869,"(-4.939, -3.886]"
1,3,1.0,[345 388 305 353 314 354 386 300 398 304],0.325410623646125,0.2928695612815125,-4.321083671163079,0.7007700658122177,2.0177982393880947,0.4037192792747184,0.04931457073881931,"(-4.939, -3.886]"
1,3,1.5,[345 397 346 361 388 385 310 336 373 326],0.22113880529241423,0.1990249247631728,-4.940076218239048,0.7283671625795549,2.9866471829510135,0.7371397767514332,0.0373633231150363,"(-5.957, -4.939]"
1,3,2.0,[345 323 344 385 388 397 361 346 375 336],0.27750489274127604,0.24975440346714844,-5.450447173652025,0.7419234725870206,4.419468059918474,1.2105141882219244,0.032640453257237786,"(-5.957, -4.939]"
1,3,2.5,[345 323 344 385 350 375 397 328 336 366],0.20461589113951717,0.18415430202556546,-5.824494701035097,0.7513144342693606,6.5596534521489245,1.8842508096186632,0.028858349767453922,"(-5.957, -4.939]"
1,3,3.0,[345 322 375 397 310 385 346 328 300 344],0.23363787656352564,0.21027408890717308,-5.956954850010795,0.7555429021654056,9.671085504544783,2.8446577079969577,0.023149723791949836,"(-6.413, -5.957]"
1,3,4.0,[345 322 375 310 385 397 346 328 300 344],0.1704031857799849,0.1533628672019864,-5.956954850010794,0.7555429021654056,20.629002846293265,6.172735056317821,0.023149723791949836,"(-6.413, -5.957]"
1,3,6.0,[345 350 375 310 385 344 397 322 346 328],0.1966198701462869,0.17695788313165822,-6.241160292596115,0.7587231649434256,95.83943532220682,26.912164634433108,0.02319995934695195,"(-6.413, -5.957]"
1,3,8.0,[345 350 375 310 322 385 371 363 328 323],0.20758766528217779,0.18682889875396,-6.384252430536294,0.7596813539177859,443.6541799572906,114.71033778867316,0.02242318190064066,"(-6.413, -5.957]"
1,3,10.0,[345 350 375 310 322 385 371 363 321 346],0.19065543847970898,0.17158989463173807,-6.464989938410419,0.7601070938203098,2055.827886017516,491.660917604285,0.022113139791121558,"(-6.891, -6.413]"
1,3,15.0,[345 350 375 322 310 385 344 371 363 321],0.2747409737472798,0.24726687637255182,-6.6171417255196054,0.7608579811625734,96251.80517903755,19872.007248153066,0.021513335631983654,"(-6.891, -6.413]"
1,3,20.0,[345 350 375 322 310 385 344 371 363 321],0.2244514071923717,0.20200626647313452,-6.6171417255196054,0.7608579811625734,4561179.81334223,887017.4403273176,0.021513335631983654,"(-6.891, -6.413]"
1,4,-3.0,[278 227 377 201  75 291 242 206 313 268],0.0,0.0,-2.852346766399541,-0.20028095403352433,1.8290502560818644,0.477302763766596,0.025453561715546743,"(-3.886, -2.71]"
1,4,-2.5,[278 227 377  75 201 295 242 206  51 313],0.0,0.0,-2.501331795555469,-0.19402750329488522,1.627898696749289,0.4242563446932809,0.026572535028892855,"(-2.71, -2.195]"
1,4,-2.0,[278 227 377  75 201 295  51 242 206 313],0.0,0.0,-2.501331795555469,-0.19402750329488522,1.4762052917982573,0.3679132714178298,0.026572535028892858,"(-2.71, -2.195]"
1,4,-1.5,[278 377  75 227 201 242  51 206 312 157],0.053022111910783085,0.04771990071970478,-1.7924255516799783,-0.17339645503962445,1.3009216038525993,0.3042809052905546,0.05208949178997879,"(-2.195, -1.743]"
1,4,-1.0,[278 377  75 227 201 157 312  51 206 242],0.0,0.0,-1.7924255516799787,-0.17339645503962445,1.190925864176784,0.22769397691007845,0.05208949178997879,"(-2.195, -1.743]"
1,4,-0.8,[278 377  75 227 157 312 201  51 206 242],0.0,0.0,-1.7924255516799785,-0.17339645503962445,1.1497840119893616,0.1917282305235081,0.05208949178997879,"(-2.195, -1.743]"
1,4,-0.6000000000000001,[278 377  75 227 157 312  51 206 242 384],0.0,0.0,-1.5905090122261827,-0.15779818854233077,1.0999456348923773,0.15178606893501517,0.05703498514815243,"(-1.743, -1.493]"
1,4,-0.4,[278 313  75 157 227 383  51 206 151 242],0.0,0.0,-1.5424701913550525,-0.14710945275640386,1.0610989952877319,0.10711639824578585,0.07635912484882139,"(-1.743, -1.493]"
1,4,-0.19999999999999996,[278 313  75 157 227 383 175  51 206 414],0.0,0.0,-1.1510130935510645,-0.055793261572474315,1.0124035892968484,0.05685364007180699,0.24567678108663385,"(-1.493, -0.943]"
1,4,0.0,[116 338  23 479 230 246 355  60 137 121],0.24317533141481879,0.2188577982733369,-0.9431747774991455,0.10552962295318316,1.0,0.0,0.2510546218004814,"(-1.493, -0.943]"
1,4,0.19999999999999996,[479 136  92 393 432 276 114 413 490 389],0.45460225402702203,0.40914202862431986,-1.493079928780238,0.33241871634300113,1.070686385230563,0.06459510469273945,0.3004244510990356,"(-1.743, -1.493]"
1,4,0.40000000000000013,[479 432 409 189  92 426 413 349 490 402],0.48520423276287994,0.43668380948659197,-2.706315487916566,0.5357407153196367,1.2448267060373985,0.13825892649748142,0.24572508396990178,"(-2.71, -2.195]"
1,4,0.6000000000000001,[479 409 432 426 412 413 490 468 467 487],0.3086082969688889,0.27774746727200006,-4.313454481572844,0.6981673152606664,1.5210387821087719,0.22252312006291508,0.05215151611472928,"(-4.939, -3.886]"
1,4,0.8,[479 446 493 432 499 470 478 437 448 442],0.3611258515323673,0.3250132663791306,-4.563607582043193,0.7102533614414959,1.7663495535808367,0.3191559520345129,0.04706095174006824,"(-4.939, -3.886]"
1,4,1.0,[479 451 409 426 405 442 403 430 455 418],0.21941039096963852,0.19746935187267467,-4.937706082665908,0.7268000657347129,2.0705437299068663,0.4301997131601584,0.04466351655842418,"(-4.939, -3.886]"
1,4,1.5,[479 451 429 499 446 455 403 484 409 427],0.24160694314280567,0.21744624882852512,-5.471392667951657,0.7447914649153079,3.060534444343482,0.7872626340486524,0.03500429200280125,"(-5.957, -4.939]"
1,4,2.0,[479 451 429 441 455 439 426 420 443 481],0.23070976636178198,0.2076387897256038,-6.170187403671602,0.7666314749907978,4.641030541363923,1.2983508046113355,0.028940061318062052,"(-6.413, -5.957]"
1,4,2.5,[479 451 429 441 463 439 443 419 456 436],0.16686784095383608,0.15018105685845248,-6.642407749344986,0.7774546920274072,6.991747565908808,2.032877663705836,0.018618997296268616,"(-6.891, -6.413]"
1,4,3.0,[479 451 443 419 481 441 436 400 439 456],0.16964859023365508,0.15268373121028958,-6.641921245369248,0.7789208907102927,10.36261568791513,3.0909994914649346,0.01781443361874889,"(-6.891, -6.413]"
1,4,4.0,[479 451 443 419 481 441 436 400 439 408],0.12239011408458494,0.11015110267612645,-6.890609661824536,0.7824880245177396,22.91239048782581,6.821707255700176,0.014513851013461625,"(-7.3950000000000005, -6.891]"
1,4,6.0,[479 451 443 419 408 441 436 400 481 439],0.14689562247558302,0.13220606022802472,-6.890609661824537,0.7824880245177395,109.82159534901413,30.932077894336217,0.014513851013461625,"(-7.3950000000000005, -6.891]"
1,4,8.0,[479 451 443 408 441 419 436 481 400 439],0.19956163590584386,0.17960547231525947,-6.890609661824537,0.7824880245177395,526.8794171271139,137.3410836127943,0.014513851013461625,"(-7.3950000000000005, -6.891]"
1,4,10.0,[479 451 408 443 441 419 436 481 400 439],0.06267098629643425,0.056403887666790824,-6.890609661824537,0.7824880245177395,2530.198166227676,612.0873157058745,0.014513851013461625,"(-7.3950000000000005, -6.891]"
1,4,15.0,[479 451 408 443 441 436 419 481 439 400],0.15574264307881022,0.1401683787709292,-6.890609661824536,0.7824880245177395,128436.81429536024,26770.873691488134,0.014513851013461625,"(-7.3950000000000005, -6.891]"
1,4,20.0,[479 451 408 443 441 436 419 481 439 400],0.13443333912675753,0.12099000521408178,-6.890609661824536,0.7824880245177395,6563667.076870104,1244486.953909177,0.014513851013461625,"(-7.3950000000000005, -6.891]"
1,5,-3.0,[266 238 193 289 211 263 444 214 262 196],0.0,0.0,-2.8983253684602053,-0.22276782550558166,1.9631877731734064,0.5235887748639506,0.03749753052945021,"(-3.886, -2.71]"
1,5,-2.5,[266 193 238 289 211 444 263 214 262 196],0.01990083416710907,0.017910750750398163,-2.8983253684602053,-0.22276782550558166,1.7529123189431357,0.46035782771715406,0.03749753052945021,"(-3.886, -2.71]"
1,5,-2.0,[266 193 289 238 444 211 263 214 262 157],0.0,0.0,-2.8134555326429895,-0.22089508540503205,1.5602604195514396,0.39511964221462603,0.039239832895809006,"(-3.886, -2.71]"
1,5,-1.5,[266 193 289 444 238 211 214 331 263 262],0.027057009103563054,0.024351308193206748,-2.438672706830407,-0.21001538219006802,1.3756125144204276,0.32367014413226636,0.05970912342574159,"(-2.71, -2.195]"
1,5,-1.0,[266 193 289 444 331 269 238 268 162 211],0.02272501314653945,0.020452511831885505,-2.152047991519651,-0.19804996983787643,1.2213554713940655,0.2401205517744766,0.06217089133848929,"(-2.195, -1.743]"
1,5,-0.8,[266 193 444 289 331 269 268 238 162 447],0.0,0.0,-1.861498486861612,-0.18085934817878288,1.1575394865020159,0.20155374958658917,0.0710785801641116,"(-2.195, -1.743]"
1,5,-0.6000000000000001,[266 193 444 289 331 269 268 447 162 129],0.002332136007733439,0.0020989224069600954,-1.6905254685435707,-0.16680477576329722,1.1061097511141462,0.159089144230032,0.0652335200050887,"(-1.743, -1.493]"
1,5,-0.4,[266 193 444 331 289 269 493 250 355 178],0.031106186986541457,0.027995568287887313,-1.4208004149654456,-0.13778804511165407,1.057391971095178,0.1119558931759537,0.09304665984442229,"(-1.493, -0.943]"
1,5,-0.19999999999999996,[266 193 489 331 285 355 262 459 319 135],0.020388242977200148,0.018349418679480135,-1.2528846217953078,-0.08015350468661772,1.016483610122457,0.059266761653380726,0.12633968138664006,"(-1.493, -0.943]"
1,5,0.0,[116 338  23 479 230 246 355  60 137 121],0.2773608261150363,0.2496247435035327,-0.9431747774991455,0.11289702859259283,1.0,0.0,0.30893847278118464,"(-1.493, -0.943]"
1,5,0.19999999999999996,[ 89 327 485 173 227  62  83 364 229  19],0.4470041994045645,0.40230377946410806,-1.6134402853447671,0.3569192801625373,1.0759615201433133,0.06702169913543263,0.30205260773816234,"(-1.743, -1.493]"
1,5,0.40000000000000013,[ 89   3  79  57 327 485  38  27 173  45],0.4857079838768889,0.4371371854892,-2.8305970866724293,0.5440204095036443,1.2488578835797437,0.143155651456433,0.24431361087051834,"(-3.886, -2.71]"
1,5,0.6000000000000001,[89 66  3 83 54  8 82 15 23  9],0.21876902060445386,0.19689211854400848,-4.381535367600251,0.6977799920601309,1.5204759556531804,0.22996760345157197,0.04428984050337062,"(-4.939, -3.886]"
1,5,0.8,[89 66  3 83 54 88 15 82 23 22],0.2565776655604426,0.23091989900439833,-4.691843481944343,0.7163907740887806,1.7746882437806473,0.32926477847127944,0.03985996210559469,"(-4.939, -3.886]"
1,5,1.0,[89 32  5 65  4 99 56 15 95 10],0.2972743992457492,0.2675469593211743,-5.007545065495128,0.7346514874258846,2.085949498892499,0.44313430032423384,0.03371603364822831,"(-5.957, -4.939]"
1,5,1.5,[89 32 65 66 88 15 18 67  5 46],0.18365458093228731,0.16528912283905858,-5.508290130414223,0.74880076173498,3.0781378094898897,0.8083301154753922,0.031633158157765566,"(-5.957, -4.939]"
1,5,2.0,[89 32 81 65 35 86 67  5 88  7],0.2021743479173405,0.18195691312560647,-6.332151652391498,0.7763313586868276,4.7293321814240965,1.3299921815885736,0.024026745969571762,"(-6.413, -5.957]"
1,5,2.5,[89 32 81 65 35 86 67 88  7 80],0.14794137839939903,0.13314724055945912,-6.565595102883593,0.7814895566783401,7.05807441730102,2.0791657413616464,0.011987445858694342,"(-6.891, -6.413]"
